part_delay,utilization,batch_size,distance
306,74.0,23,10.0
295,73.0,23,6.0
321,72.9,23,10.0
385,73.7,23,6.0
321,72.9,23,17.0
294,72.9,23,12.0
283,71.8,23,15.0
279,71.4,23,13.0
309,71.8,23,10.0
309,71.8,23,11.0
290,72.5,23,11.0
330,73.7,23,26.0
297,73.2,23,3.0
290,72.5,23,6.0
254,71.4,23,7.0
312,72.1,23,12.0
283,71.8,23,10.0
301,71.0,23,8.0
287,72.2,23,14.0
286,72.1,23,31.0
287,72.2,23,4.0
309,71.8,23,12.0
321,72.9,23,14.0
287,72.2,23,10.0
287,72.2,23,17.0
297,73.2,23,12.0
279,71.4,23,27.0
279,71.4,23,7.0
348,72.9,23,12.0
305,71.4,23,11.0
313,72.2,23,7.0
309,71.8,23,10.0
301,71.0,23,15.0
297,73.2,23,8.0
309,71.8,23,22.0
279,71.4,23,22.0
279,71.4,23,27.0
285,72.0,23,12.0
287,72.2,23,20.0
343,72.5,23,39.0
313,74.7,23,11.0
335,71.8,23,1.0
339,72.2,23,11.0
305,71.4,23,9.0
324,73.2,23,22.0
279,71.4,23,9.0
283,71.8,23,4.0
283,71.8,23,27.0
254,71.4,23,6.0
294,72.9,23,12.0
286,72.1,23,34.0
279,71.4,23,6.0
294,72.9,23,10.0
290,72.5,23,9.0
286,72.1,23,18.0
297,73.2,23,3.0
287,72.2,23,19.0
317,72.5,23,20.0
279,71.4,23,17.0
283,71.8,23,8.0
274,70.8,23,11.0
283,71.8,23,8.0
287,72.2,23,5.0
290,72.5,23,10.0
279,71.4,23,13.0
290,72.5,23,17.0
279,71.4,23,10.0
276,71.0,23,8.0
297,73.2,23,11.0
279,71.4,23,15.0
324,73.2,23,22.0
326,71.0,23,26.0
287,72.2,23,13.0
279,71.4,23,8.0
283,71.8,23,14.0
283,71.8,23,20.0
276,71.0,23,3.0
287,72.2,23,11.0
290,72.5,23,17.0
276,71.0,23,6.0
313,72.2,23,11.0
287,72.2,23,20.0
365,74.3,23,22.0
290,72.5,23,6.0
276,71.0,23,16.0
301,71.0,23,3.0
305,71.4,23,27.0
287,72.2,23,13.0
287,72.2,23,9.0
305,71.4,23,22.0
279,71.4,23,12.0
279,71.4,23,20.0
321,72.9,23,4.0
279,71.4,23,5.0
321,72.9,23,23.0
329,73.6,23,5.0
305,71.4,23,19.0
287,72.2,23,5.0
279,71.4,23,3.0
317,72.5,23,9.0
287,72.2,23,9.0
279,71.4,23,11.0
321,72.9,23,10.0
312,72.1,23,9.0
279,71.4,23,13.0
272,70.6,23,14.0
294,72.9,23,13.0
279,71.4,23,14.0
321,72.9,23,7.0
313,72.2,23,8.0
283,71.8,23,21.0
279,71.4,23,22.0
309,71.8,23,4.0
279,71.4,23,5.0
305,71.4,23,9.0
305,71.4,23,18.0
292,72.7,23,12.0
298,73.3,23,12.0
309,71.8,23,2.0
297,73.2,23,9.0
290,72.5,23,16.0
276,71.0,23,5.0
305,71.4,23,13.0
318,72.6,23,9.0
277,71.2,23,19.0
301,71.0,23,11.0
324,73.2,23,7.0
306,74.0,23,13.0
274,70.8,23,5.0
287,72.2,23,4.0
287,72.2,23,10.0
309,71.8,23,3.0
279,71.4,23,22.0
343,72.5,23,55.0
279,71.4,23,25.0
287,72.2,23,4.0
287,72.2,23,8.0
297,73.2,23,4.0
283,71.8,23,10.0
324,73.2,23,12.0
309,71.8,23,6.0
303,73.7,23,2.0
339,72.2,23,6.0
305,71.4,23,9.0
287,72.2,23,4.0
312,72.1,23,8.0
283,71.8,23,6.0
279,71.4,23,6.0
279,71.4,23,20.0
283,71.8,23,14.0
596,82.7,23,55.0
358,73.7,23,17.0
283,71.8,23,8.0
279,71.4,23,15.0
279,71.4,23,5.0
321,72.9,23,3.0
342,74.7,23,26.0
263,69.7,23,11.0
259,69.2,23,3.0
266,70.0,23,19.0
317,72.5,23,11.0
283,71.8,23,16.0
287,72.2,23,16.0
313,72.2,23,8.0
279,71.4,23,3.0
274,70.8,23,11.0
313,72.2,23,19.0
287,72.2,23,22.0
245,70.4,23,22.0
324,73.2,23,8.0
287,72.2,23,20.0
294,72.9,23,25.0
287,72.2,23,1.0
279,71.4,23,3.0
290,72.5,23,2.0
274,70.8,23,6.0
317,72.5,23,22.0
279,71.4,23,14.0
353,73.3,23,3.0
287,72.2,23,13.0
294,72.9,23,11.0
290,72.5,23,8.0
329,73.6,23,11.0
313,72.2,23,55.0
305,71.4,23,11.0
279,71.4,23,16.0
294,72.9,23,7.0
279,71.4,23,3.0
258,71.8,23,8.0
276,71.0,23,10.0
317,72.5,23,21.0
305,71.4,23,9.0
287,72.2,23,14.0
305,71.4,23,10.0
330,71.4,23,3.0
287,72.2,23,2.0
317,72.5,23,10.0
287,72.2,23,11.0
298,73.3,23,9.0
343,72.5,23,10.0
295,73.0,23,3.0
321,72.9,23,10.0
287,72.2,23,11.0
269,70.3,23,8.0
279,71.4,23,4.0
305,71.4,23,9.0
274,70.8,23,29.0
290,72.5,23,6.0
294,72.9,23,4.0
259,69.2,23,10.0
279,71.4,23,10.0
279,71.4,23,10.0
324,73.2,23,14.0
287,72.2,23,32.0
279,71.4,23,8.0
297,73.2,23,4.0
317,72.5,23,18.0
294,72.9,23,16.0
313,72.2,23,7.0
303,73.7,23,26.0
287,72.2,23,63.0
321,72.9,23,8.0
287,72.2,23,6.0
294,72.9,23,18.0
287,72.2,23,9.0
294,72.9,23,5.0
313,72.2,23,16.0
276,71.0,23,9.0
332,73.9,23,19.0
287,72.2,23,8.0
276,71.0,23,19.0
283,71.8,23,11.0
276,71.0,23,12.0
321,72.9,23,8.0
297,73.2,23,2.0
287,72.2,23,11.0
291,72.6,23,17.0
291,72.6,23,18.0
276,71.0,23,3.0
283,71.8,23,4.0
337,74.3,23,8.0
279,71.4,23,6.0
305,71.4,23,15.0
297,73.2,23,6.0
321,72.9,23,18.0
321,72.9,23,8.0
279,71.4,23,10.0
294,72.9,23,12.0
305,73.9,23,6.0
290,72.5,23,13.0
279,71.4,23,22.0
321,72.9,23,4.0
321,72.9,23,9.0
287,72.2,23,7.0
287,72.2,23,22.0
283,71.8,23,6.0
326,73.3,23,10.0
254,68.7,23,22.0
302,73.6,23,11.0
276,71.0,23,18.0
290,72.5,23,9.0
297,73.2,23,26.0
317,72.5,23,14.0
274,70.8,23,13.0
291,72.6,23,9.0
324,73.2,23,9.0
309,71.8,23,13.0
294,72.9,23,14.0
297,73.2,23,27.0
314,72.3,23,39.0
312,72.1,23,20.0
305,71.4,23,9.0
283,71.8,23,4.0
309,71.8,23,14.0
321,72.9,23,6.0
274,70.8,23,22.0
283,71.8,23,11.0
330,71.4,23,4.0
269,70.3,23,13.0
276,71.0,23,8.0
309,71.8,23,20.0
290,72.5,23,5.0
279,71.4,23,14.0
287,72.2,23,6.0
317,72.5,23,6.0
276,71.0,23,7.0
283,71.8,23,16.0
317,72.5,23,9.0
279,71.4,23,14.0
317,72.5,23,17.0
281,71.6,23,11.0
283,71.8,23,9.0
313,72.2,23,11.0
276,71.0,23,9.0
290,72.5,23,6.0
294,72.9,23,8.0
290,72.5,23,11.0
305,71.4,23,9.0
291,72.6,23,20.0
279,71.4,23,11.0
283,71.8,23,8.0
370,74.7,23,8.0
270,70.4,23,17.0
324,73.2,23,34.0
279,71.4,23,21.0
287,72.2,23,10.0
287,72.2,23,18.0
291,72.6,23,13.0
305,71.4,23,20.0
317,72.5,23,8.0
269,70.3,23,31.0
283,71.8,23,9.0
287,72.2,23,8.0
295,73.0,23,10.0
283,71.8,23,15.0
283,71.8,23,22.0
276,71.0,23,10.0
279,71.4,23,22.0
324,73.2,23,5.0
287,72.2,23,10.0
297,73.2,23,22.0
290,72.5,23,4.0
290,72.5,23,10.0
301,71.0,23,8.0
279,71.4,23,16.0
279,71.4,23,7.0
321,72.9,23,11.0
279,71.4,23,17.0
279,71.4,23,22.0
294,72.9,23,19.0
305,71.4,23,19.0
279,71.4,23,10.0
317,72.5,23,22.0
351,73.2,23,13.0
290,72.5,23,20.0
276,71.0,23,10.0
283,71.8,23,34.0
276,71.0,23,19.0
309,71.8,23,9.0
283,71.8,23,11.0
334,74.0,23,17.0
279,71.4,23,11.0
321,72.9,23,4.0
287,72.2,23,6.0
326,73.3,23,22.0
309,71.8,23,6.0
324,73.2,23,20.0
287,72.2,23,32.0
321,72.9,23,5.0
290,72.5,23,9.0
321,72.9,23,17.0
309,71.8,23,31.0
287,72.2,23,10.0
324,73.2,23,3.0
297,73.2,23,9.0
286,72.1,23,13.0
324,73.2,23,15.0
279,71.4,23,6.0
289,72.4,23,10.0
283,71.8,23,13.0
277,71.2,23,5.0
305,73.9,23,16.0
283,71.8,23,9.0
290,72.5,23,9.0
302,73.6,23,12.0
283,71.8,23,11.0
287,72.2,23,15.0
294,72.9,23,17.0
309,71.8,23,8.0
279,71.4,23,17.0
287,72.2,23,10.0
343,72.5,23,5.0
290,72.5,23,52.0
305,71.4,23,8.0
283,71.8,23,29.0
279,71.4,23,32.0
283,71.8,23,5.0
321,72.9,23,4.0
279,71.4,23,13.0
297,73.2,23,13.0
279,71.4,23,13.0
274,70.8,23,11.0
287,72.2,23,9.0
283,71.8,23,18.0
324,73.2,23,14.0
317,72.5,23,4.0
309,71.8,23,7.0
287,72.2,23,13.0
317,72.5,23,22.0
294,72.9,23,23.0
303,71.2,23,4.0
317,72.5,23,12.0
290,72.5,23,4.0
351,73.2,23,13.0
283,71.8,23,9.0
295,73.0,23,15.0
283,71.8,23,14.0
324,73.2,23,6.0
279,71.4,23,16.0
287,72.2,23,9.0
279,71.4,23,7.0
274,70.8,23,6.0
287,72.2,23,9.0
274,70.8,23,9.0
258,71.8,23,21.0
287,72.2,23,11.0
283,71.8,23,13.0
321,72.9,23,9.0
305,71.4,23,11.0
283,71.8,23,22.0
283,71.8,23,16.0
283,71.8,23,14.0
294,72.9,23,17.0
291,70.1,23,6.0
279,71.4,23,22.0
283,71.8,23,8.0
321,72.9,23,2.0
283,71.8,23,13.0
287,72.2,23,10.0
318,72.6,23,6.0
305,71.4,23,7.0
279,71.4,23,17.0
298,73.3,23,6.0
283,71.8,23,13.0
302,73.6,23,16.0
276,71.0,23,9.0
279,71.4,23,9.0
270,70.4,23,3.0
276,71.0,23,7.0
309,71.8,23,21.0
298,73.3,23,16.0
294,72.9,23,4.0
332,73.9,23,8.0
294,72.9,23,3.0
291,72.6,23,19.0
309,71.8,23,8.0
309,71.8,23,4.0
296,70.6,23,26.0
297,73.2,23,12.0
283,71.8,23,10.0
305,71.4,23,26.0
279,71.4,23,17.0
263,69.7,23,10.0
294,72.9,23,9.0
259,69.2,23,12.0
279,71.4,23,11.0
378,75.3,23,32.0
279,71.4,23,5.0
287,72.2,23,21.0
317,72.5,23,15.0
283,71.8,23,12.0
321,72.9,23,8.0
294,72.9,23,12.0
298,73.3,23,16.0
290,72.5,23,8.0
321,72.9,23,3.0
287,72.2,23,34.0
317,72.5,23,1.0
279,71.4,23,12.0
339,72.2,23,17.0
274,70.8,23,13.0
283,71.8,23,16.0
290,72.5,23,8.0
276,71.0,23,13.0
343,72.5,23,4.0
283,71.8,23,15.0
297,73.2,23,10.0
279,71.4,23,9.0
254,71.4,23,17.0
313,72.2,23,16.0
290,72.5,23,8.0
326,73.3,23,3.0
274,70.8,23,12.0
283,71.8,23,20.0
276,71.0,23,19.0
259,69.2,23,4.0
317,72.5,23,11.0
279,71.4,23,11.0
283,71.8,23,20.0
283,71.8,23,11.0
279,71.4,23,7.0
303,73.7,23,8.0
305,71.4,23,26.0
283,71.8,23,22.0
297,73.2,23,18.0
283,71.8,23,17.0
305,71.4,23,2.0
283,71.8,23,26.0
298,70.8,23,9.0
412,73.7,23,6.0
279,71.4,23,20.0
317,72.5,23,6.0
317,72.5,23,9.0
279,71.4,23,6.0
279,71.4,23,6.0
283,71.8,23,6.0
263,69.7,23,22.0
287,72.2,23,17.0
259,69.2,23,14.0
309,71.8,23,10.0
290,72.5,23,18.0
290,72.5,23,14.0
295,73.0,23,5.0
342,74.7,23,9.0
291,72.6,23,20.0
317,72.5,23,3.0
279,71.4,23,11.0
279,71.4,23,22.0
305,71.4,23,9.0
305,71.4,23,9.0
309,71.8,23,15.0
305,71.4,23,12.0
298,73.3,23,13.0
324,73.2,23,10.0
279,71.4,23,19.0
276,71.0,23,8.0
321,72.9,23,9.0
309,71.8,23,11.0
291,72.6,23,11.0
287,72.2,23,15.0
374,75.0,23,11.0
276,71.0,23,6.0
305,71.4,23,13.0
309,71.8,23,11.0
263,69.7,23,3.0
283,71.8,23,12.0
294,72.9,23,8.0
342,74.7,23,17.0
324,75.7,23,27.0
287,72.2,23,17.0
290,72.5,23,15.0
321,72.9,23,3.0
269,70.3,23,4.0
317,72.5,23,15.0
294,72.9,23,13.0
279,71.4,23,21.0
309,71.8,23,14.0
297,73.2,23,3.0
259,69.2,23,9.0
283,71.8,23,11.0
279,71.4,23,3.0
294,72.9,23,12.0
279,71.4,23,17.0
330,71.4,23,14.0
286,72.1,23,3.0
302,73.6,23,7.0
279,71.4,23,7.0
287,72.2,23,13.0
329,73.6,23,16.0
287,72.2,23,9.0
283,71.8,23,22.0
279,71.4,23,7.0
321,72.9,23,7.0
358,76.1,23,4.0
290,72.5,23,6.0
290,72.5,23,55.0
329,73.6,23,11.0
298,73.3,23,5.0
287,72.2,23,8.0
283,71.8,23,8.0
334,74.0,23,19.0
283,71.8,23,8.0
290,72.5,23,6.0
303,73.7,23,15.0
279,71.4,23,26.0
301,71.0,23,7.0
279,71.4,23,10.0
287,69.7,23,17.0
279,71.4,23,15.0
324,73.2,23,10.0
305,71.4,23,6.0
305,71.4,23,4.0
297,73.2,23,6.0
318,72.6,23,5.0
294,72.9,23,12.0
279,71.4,23,8.0
276,71.0,23,3.0
279,71.4,23,6.0
330,73.7,23,19.0
287,72.2,23,6.0
270,70.4,23,11.0
294,72.9,23,8.0
317,72.5,23,10.0
317,72.5,23,3.0
276,71.0,23,22.0
287,72.2,23,8.0
309,71.8,23,10.0
279,71.4,23,6.0
279,71.4,23,2.0
279,71.4,23,11.0
290,72.5,23,14.0
274,70.8,23,14.0
283,71.8,23,12.0
287,72.2,23,11.0
279,71.4,23,13.0
276,71.0,23,12.0
287,72.2,23,21.0
305,71.4,23,27.0
287,72.2,23,20.0
324,73.2,23,3.0
297,73.2,23,13.0
294,72.9,23,8.0
294,72.9,23,17.0
290,72.5,23,19.0
287,72.2,23,8.0
297,73.2,23,5.0
286,72.1,23,6.0
297,73.2,23,11.0
343,72.5,23,8.0
321,72.9,23,7.0
287,72.2,23,7.0
269,70.3,23,11.0
305,71.4,23,12.0
276,71.0,23,29.0
339,72.2,23,13.0
270,70.4,23,13.0
312,72.1,23,9.0
294,72.9,23,15.0
313,72.2,23,6.0
322,73.0,23,6.0
283,71.8,23,9.0
279,71.4,23,12.0
321,72.9,23,29.0
313,72.2,23,32.0
329,73.6,23,15.0
291,72.6,23,12.0
303,73.7,23,12.0
259,69.2,23,8.0
321,72.9,23,9.0
286,72.1,23,6.0
283,71.8,23,17.0
312,72.1,23,9.0
494,83.3,23,55.0
274,70.8,23,8.0
269,70.3,23,11.0
317,72.5,23,10.0
298,73.3,23,9.0
330,71.4,23,32.0
276,71.0,23,10.0
270,70.4,23,8.0
283,71.8,23,15.0
403,75.0,23,10.0
324,73.2,23,16.0
290,72.5,23,15.0
324,73.2,23,12.0
324,73.2,23,5.0
305,71.4,23,8.0
279,71.4,23,20.0
287,72.2,23,55.0
309,71.8,23,5.0
283,71.8,23,7.0
279,71.4,23,11.0
305,71.4,23,9.0
294,72.9,23,5.0
313,72.2,23,10.0
283,71.8,23,17.0
279,71.4,23,3.0
279,71.4,23,9.0
279,71.4,23,10.0
294,72.9,23,9.0
312,72.1,23,22.0
294,72.9,23,8.0
279,71.4,23,13.0
305,71.4,23,25.0
290,72.5,23,11.0
309,71.8,23,10.0
283,71.8,23,6.0
378,75.3,23,22.0
313,72.2,23,18.0
290,72.5,23,5.0
303,73.7,23,7.0
305,71.4,23,3.0
279,71.4,23,10.0
305,71.4,23,5.0
309,71.8,23,9.0
317,72.5,23,10.0
259,69.2,23,11.0
287,72.2,23,9.0
298,70.8,23,11.0
279,71.4,23,14.0
301,71.0,23,14.0
317,72.5,23,16.0
259,69.2,23,3.0
291,72.6,23,5.0
305,71.4,23,7.0
321,72.9,23,12.0
279,71.4,23,10.0
302,73.6,23,9.0
291,70.1,23,13.0
287,72.2,23,18.0
544,81.9,23,55.0
321,72.9,23,11.0
276,71.0,23,14.0
287,72.2,23,11.0
330,73.7,23,11.0
290,72.5,23,8.0
279,71.4,23,5.0
270,70.4,23,7.0
279,71.4,23,15.0
298,73.3,23,39.0
270,70.4,23,12.0
287,72.2,23,5.0
298,73.3,23,5.0
283,71.8,23,22.0
297,73.2,23,27.0
309,71.8,23,25.0
279,71.4,23,11.0
290,72.5,23,22.0
324,73.2,23,12.0
343,70.4,23,6.0
283,71.8,23,10.0
279,71.4,23,5.0
317,72.5,23,6.0
326,73.3,23,22.0
324,73.2,23,14.0
290,72.5,23,13.0
279,71.4,23,3.0
290,72.5,23,18.0
317,72.5,23,63.0
324,73.2,23,4.0
264,72.5,23,6.0
279,71.4,23,16.0
297,73.2,23,11.0
279,71.4,23,16.0
321,72.9,23,17.0
279,71.4,23,5.0
328,73.5,23,13.0
317,72.5,23,15.0
324,73.2,23,11.0
276,71.0,23,26.0
312,74.6,23,20.0
356,73.6,23,10.0
317,72.5,23,6.0
266,70.0,23,2.0
283,71.8,23,17.0
324,73.2,23,18.0
313,72.2,23,27.0
321,72.9,23,9.0
291,72.6,23,6.0
266,70.0,23,8.0
334,74.0,23,14.0
283,71.8,23,15.0
286,72.1,23,6.0
283,71.8,23,8.0
279,71.4,23,17.0
279,71.4,23,18.0
313,72.2,23,9.0
283,71.8,23,13.0
279,71.4,23,11.0
276,71.0,23,52.0
297,73.2,23,12.0
276,71.0,23,32.0
306,74.0,23,26.0
287,72.2,23,26.0
317,72.5,23,21.0
309,71.8,23,7.0
279,71.4,23,8.0
279,71.4,23,34.0
276,71.0,23,6.0
283,71.8,23,6.0
525,82.9,23,55.0
294,72.9,23,22.0
283,71.8,23,10.0
324,73.2,23,8.0
324,73.2,23,13.0
321,72.9,23,13.0
305,71.4,23,13.0
276,71.0,23,11.0
294,72.9,23,22.0
283,71.8,23,16.0
279,71.4,23,7.0
276,71.0,23,14.0
283,71.8,23,13.0
279,71.4,23,14.0
294,72.9,23,7.0
309,71.8,23,20.0
276,71.0,23,1.0
270,70.4,23,3.0
283,71.8,23,16.0
287,72.2,23,9.0
279,71.4,23,9.0
317,72.5,23,3.0
313,72.2,23,3.0
279,71.4,23,9.0
276,71.0,23,13.0
298,73.3,23,3.0
291,72.6,23,23.0
321,72.9,23,5.0
305,71.4,23,12.0
276,71.0,23,12.0
302,73.6,23,3.0
490,83.1,23,55.0
318,72.6,23,14.0
279,71.4,23,10.0
335,71.8,23,7.0
279,71.4,23,22.0
289,72.4,23,19.0
294,72.9,23,6.0
277,71.2,23,12.0
343,72.5,23,8.0
313,72.2,23,26.0
329,73.6,23,10.0
290,72.5,23,3.0
317,72.5,23,34.0
324,73.2,23,6.0
349,75.3,23,15.0
279,71.4,23,11.0
283,71.8,23,9.0
317,72.5,23,9.0
276,71.0,23,29.0
305,71.4,23,6.0
297,73.2,23,12.0
287,72.2,23,8.0
283,71.8,23,11.0
286,72.1,23,7.0
318,72.6,23,15.0
279,71.4,23,12.0
279,71.4,23,8.0
329,73.6,23,17.0
294,72.9,23,12.0
279,71.4,23,39.0
283,71.8,23,15.0
276,71.0,23,3.0
321,72.9,23,18.0
317,72.5,23,9.0
313,72.2,23,8.0
342,74.7,23,6.0
276,71.0,23,19.0
321,72.9,23,3.0
317,72.5,23,17.0
295,73.0,23,16.0
309,71.8,23,21.0
305,71.4,23,10.0
324,73.2,23,8.0
290,72.5,23,8.0
294,72.9,23,12.0
279,71.4,23,4.0
279,71.4,23,14.0
305,71.4,23,8.0
276,71.0,23,22.0
283,71.8,23,19.0
317,72.5,23,13.0
283,71.8,23,11.0
324,73.2,23,13.0
313,72.2,23,4.0
330,71.4,23,2.0
290,72.5,23,15.0
287,72.2,23,12.0
309,71.8,23,7.0
279,71.4,23,6.0
294,72.9,23,12.0
276,71.0,23,8.0
338,72.1,23,16.0
297,73.2,23,6.0
321,72.9,23,13.0
279,71.4,23,23.0
290,72.5,23,9.0
317,72.5,23,7.0
279,71.4,23,17.0
283,71.8,23,15.0
287,72.2,23,10.0
322,73.0,23,8.0
297,73.2,23,20.0
309,71.8,23,8.0
283,71.8,23,7.0
294,72.9,23,22.0
290,72.5,23,11.0
283,71.8,23,22.0
270,70.4,23,17.0
279,71.4,23,6.0
321,72.9,23,13.0
269,70.3,23,3.0
287,72.2,23,13.0
313,72.2,23,19.0
294,72.9,23,8.0
324,73.2,23,13.0
287,72.2,23,7.0
317,72.5,23,8.0
313,72.2,23,13.0
297,73.2,23,9.0
283,71.8,23,16.0
339,72.2,23,6.0
355,71.4,23,7.0
279,71.4,23,9.0
321,72.9,23,8.0
321,72.9,23,5.0
329,73.6,23,19.0
276,71.0,23,17.0
297,73.2,23,11.0
290,72.5,23,13.0
317,72.5,23,34.0
487,82.9,23,55.0
294,72.9,23,22.0
279,71.4,23,13.0
348,72.9,23,11.0
283,71.8,23,17.0
291,72.6,23,15.0
305,71.4,23,19.0
274,70.8,23,7.0
283,71.8,23,5.0
287,72.2,23,3.0
339,72.2,23,34.0
279,71.4,23,4.0
294,72.9,23,6.0
283,71.8,23,11.0
305,71.4,23,34.0
313,72.2,23,20.0
279,71.4,23,63.0
287,72.2,23,5.0
342,74.7,23,11.0
313,72.2,23,9.0
279,71.4,23,11.0
283,71.8,23,4.0
279,71.4,23,13.0
365,74.3,23,8.0
324,73.2,23,9.0
303,73.7,23,4.0
279,71.4,23,11.0
276,71.0,23,10.0
279,71.4,23,4.0
329,73.6,23,11.0
344,72.6,23,32.0
270,70.4,23,7.0
301,71.0,23,19.0
313,72.2,23,8.0
321,72.9,23,6.0
313,72.2,23,9.0
305,71.4,23,3.0
279,71.4,23,9.0
283,71.8,23,6.0
279,71.4,23,11.0
283,71.8,23,11.0
318,72.6,23,19.0
313,72.2,23,9.0
287,72.2,23,8.0
317,72.5,23,11.0
259,69.2,23,4.0
361,74.0,23,27.0
351,73.2,23,13.0
279,71.4,23,8.0
297,73.2,23,26.0
279,71.4,23,8.0
317,72.5,23,15.0
309,71.8,23,22.0
305,71.4,23,12.0
317,72.5,23,21.0
324,73.2,23,8.0
283,71.8,23,8.0
305,71.4,23,6.0
290,72.5,23,10.0
318,72.6,23,17.0
324,73.2,23,4.0
283,71.8,23,12.0
305,73.9,23,11.0
283,71.8,23,17.0
287,72.2,23,12.0
317,72.5,23,11.0
287,72.2,23,34.0
283,71.8,23,8.0
302,73.6,23,14.0
345,75.0,23,20.0
295,73.0,23,4.0
309,71.8,23,7.0
305,71.4,23,8.0
305,71.4,23,9.0
329,76.1,23,17.0
309,71.8,23,12.0
324,73.2,23,8.0
279,71.4,23,20.0
283,71.8,23,6.0
298,73.3,23,10.0
353,73.3,23,31.0
297,73.2,23,13.0
279,71.4,23,4.0
317,72.5,23,13.0
279,71.4,23,5.0
292,72.7,23,19.0
283,71.8,23,6.0
283,71.8,23,15.0
283,71.8,23,8.0
283,71.8,23,14.0
305,71.4,23,20.0
301,71.0,23,12.0
324,73.2,23,16.0
297,73.2,23,15.0
321,72.9,23,13.0
279,71.4,23,63.0
321,72.9,23,17.0
294,72.9,23,9.0
279,71.4,23,6.0
309,71.8,23,13.0
324,73.2,23,20.0
279,71.4,23,17.0
279,71.4,23,6.0
317,72.5,23,10.0
321,72.9,23,13.0
287,72.2,23,12.0
283,71.8,23,7.0
279,71.4,23,12.0
321,72.9,23,11.0
263,69.7,23,16.0
340,74.6,23,7.0
305,71.4,23,14.0
298,73.3,23,8.0
287,72.2,23,1.0
326,71.0,23,20.0
287,72.2,23,7.0
279,71.4,23,6.0
287,72.2,23,26.0
283,71.8,23,7.0
283,71.8,23,5.0
380,77.8,23,39.0
308,71.7,23,11.0
317,72.5,23,9.0
276,71.0,23,10.0
321,72.9,23,16.0
276,71.0,23,7.0
276,71.0,23,5.0
283,71.8,23,8.0
317,72.5,23,17.0
335,71.8,23,16.0
279,71.4,23,23.0
297,73.2,23,21.0
290,72.5,23,3.0
337,74.3,23,10.0
292,72.7,23,21.0
329,73.6,23,11.0
279,71.4,23,13.0
279,71.4,23,8.0
321,72.9,23,5.0
324,73.2,23,13.0
291,72.6,23,8.0
297,73.2,23,10.0
276,71.0,23,9.0
321,72.9,23,5.0
279,71.4,23,52.0
274,70.8,23,6.0
290,72.5,23,8.0
297,73.2,23,11.0
283,71.8,23,8.0
317,72.5,23,12.0
287,72.2,23,26.0
305,71.4,23,10.0
283,71.8,23,52.0
321,72.9,23,17.0
290,72.5,23,55.0
324,73.2,23,18.0
294,72.9,23,27.0
279,71.4,23,9.0
279,71.4,23,25.0
276,71.0,23,7.0
317,72.5,23,14.0
316,75.0,23,19.0
290,72.5,23,29.0
294,72.9,23,19.0
294,70.4,23,12.0
358,73.7,23,9.0
317,72.5,23,19.0
279,71.4,23,11.0
309,71.8,23,3.0
321,72.9,23,8.0
317,72.5,23,6.0
279,71.4,23,14.0
290,72.5,23,23.0
297,73.2,23,34.0
290,72.5,23,6.0
305,71.4,23,8.0
297,73.2,23,9.0
294,72.9,23,55.0
294,72.9,23,12.0
343,72.5,23,10.0
321,72.9,23,6.0
330,71.4,23,15.0
279,71.4,23,31.0
279,71.4,23,21.0
279,71.4,23,22.0
279,71.4,23,8.0
279,71.4,23,10.0
281,71.6,23,14.0
283,71.8,23,14.0
294,72.9,23,6.0
309,71.8,23,5.0
330,71.4,23,7.0
283,71.8,23,11.0
276,71.0,23,11.0
287,72.2,23,13.0
266,70.0,23,1.0
324,73.2,23,10.0
317,72.5,23,19.0
287,72.2,23,11.0
309,71.8,23,12.0
309,71.8,23,27.0
283,71.8,23,10.0
303,73.7,23,19.0
283,71.8,23,8.0
305,71.4,23,12.0
287,72.2,23,15.0
321,72.9,23,11.0
334,74.0,23,12.0
270,70.4,23,19.0
290,72.5,23,12.0
322,73.0,23,22.0
294,72.9,23,3.0
358,73.7,23,22.0
279,71.4,23,5.0
279,71.4,23,3.0
314,72.3,23,11.0
279,71.4,23,23.0
254,71.4,23,18.0
324,73.2,23,18.0
279,71.4,23,15.0
287,72.2,23,8.0
309,71.8,23,9.0
279,71.4,23,8.0
313,72.2,23,9.0
279,71.4,23,4.0
277,71.2,23,12.0
276,71.0,23,9.0
324,73.2,23,8.0
287,72.2,23,8.0
279,71.4,23,8.0
343,72.5,23,9.0
335,71.8,23,8.0
309,71.8,23,17.0
317,72.5,23,3.0
283,71.8,23,13.0
283,71.8,23,14.0
279,71.4,23,7.0
279,71.4,23,22.0
290,72.5,23,8.0
283,71.8,23,12.0
283,71.8,23,16.0
287,72.2,23,21.0
270,70.4,23,3.0
283,71.8,23,15.0
287,72.2,23,3.0
276,71.0,23,12.0
276,71.0,23,32.0
283,71.8,23,27.0
297,73.2,23,22.0
279,71.4,23,8.0
313,72.2,23,13.0
302,73.6,23,22.0
279,71.4,23,15.0
254,71.4,23,5.0
287,72.2,23,11.0
279,71.4,23,11.0
321,72.9,23,19.0
290,72.5,23,11.0
295,73.0,23,5.0
279,71.4,23,11.0
270,70.4,23,2.0
303,71.2,23,8.0
244,70.3,23,17.0
254,68.7,23,15.0
287,72.2,23,7.0
279,71.4,23,14.0
313,72.2,23,13.0
321,72.9,23,14.0
279,71.4,23,19.0
270,70.4,23,3.0
309,71.8,23,13.0
330,73.7,23,19.0
317,72.5,23,11.0
270,70.4,23,21.0
